Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg),MLR (g/s),Air/Sample (kg/kg),CO2 (kg/kg),CO (kg/kg)
1248.0,120.8,93.68,16.8,0.071,1207.9,5.01,0.08
1251.0,121.6,94.04,16.88,0.071,1205.4,4.98,0.078
1254.0,118.7,94.4,16.98,0.072,1202.0,4.98,0.077
1257.0,118.7,94.75,17.07,0.071,1209.3,5.05,0.078
1260.0,120.8,95.12,17.17,0.07,1223.0,5.05,0.084
1263.0,116.6,95.47,17.27,0.069,1232.3,5.08,0.073
1266.0,118.0,95.82,17.35,0.068,1275.5,5.22,0.076
1269.0,116.7,96.17,17.42,0.065,1322.1,5.38,0.077
1272.0,115.1,96.52,17.45,0.063,1365.0,5.55,0.085
1275.0,113.7,96.86,17.45,0.063,1371.7,5.56,0.089
1278.0,113.3,97.2,17.42,0.063,1368.9,5.52,0.089
1281.0,113.1,97.54,17.38,0.064,1348.5,5.39,0.087
1284.0,113.5,97.88,17.33,0.066,1311.7,5.2,0.088
1287.0,113.1,98.22,17.29,0.067,1274.6,5.02,0.085
1290.0,112.2,98.55,17.28,0.068,1261.9,4.96,0.075
1293.0,109.4,98.88,17.32,0.069,1252.2,4.9,0.082
1296.0,111.7,99.22,17.4,0.067,1277.0,4.98,0.074
1299.0,111.0,99.55,17.52,0.065,1329.9,5.19,0.092
1302.0,111.0,99.88,17.68,0.062,1379.7,5.38,0.09
1305.0,108.5,100.21,17.85,0.06,1438.4,5.53,0.081
1308.0,109.7,100.54,18.02,0.058,1502.5,5.77,0.104
1311.0,109.6,100.87,18.18,0.057,1507.7,5.79,0.091
1314.0,107.3,101.19,18.34,0.057,1484.5,5.66,0.1
1317.0,108.9,101.51,18.49,0.059,1469.9,5.58,0.094
1320.0,107.6,101.84,18.65,0.06,1440.3,5.44,0.093
1323.0,104.7,102.15,18.8,0.06,1436.7,5.41,0.078
1326.0,105.8,102.47,18.97,0.058,1504.3,5.66,0.099
1329.0,105.0,102.78,19.13,0.055,1560.2,5.84,0.084
1332.0,105.2,103.1,19.28,0.053,1634.9,6.11,0.116
1335.0,105.0,103.41,19.42,0.051,1693.2,6.26,0.103
1338.0,103.4,103.72,19.52,0.05,1726.2,6.36,0.109
1341.0,105.3,104.04,19.6,0.05,1747.1,6.33,0.105
1344.0,102.7,104.35,19.66,0.051,1694.0,6.1,0.124
1347.0,98.0,104.64,19.73,0.052,1647.0,5.89,0.114
1350.0,99.9,104.94,19.82,0.054,1617.6,5.71,0.097
1353.0,97.8,105.24,19.95,0.053,1636.6,5.75,0.08
1356.0,97.4,105.53,20.12,0.051,1697.0,5.94,0.108
1359.0,96.0,105.82,20.34,0.049,1754.8,6.13,0.111
1362.0,96.0,106.1,20.58,0.046,1887.8,6.56,0.113
1365.0,97.1,106.4,20.85,0.043,2000.2,6.85,0.149
1368.0,92.9,106.67,21.11,0.042,2042.3,6.87,0.131
1371.0,93.5,106.95,21.37,0.042,2072.8,6.95,0.146
1374.0,92.3,107.23,21.6,0.042,2051.4,6.78,0.128
1377.0,91.6,107.51,21.82,0.042,2052.6,6.74,0.118
1380.0,88.7,107.77,22.01,0.042,2065.5,6.74,0.157
1383.0,88.4,108.04,22.2,0.041,2109.5,6.84,0.137
1386.0,89.6,108.31,22.36,0.04,2182.1,7.01,0.145
1389.0,88.6,108.57,22.49,0.038,2272.7,7.2,0.149
1392.0,86.1,108.83,22.58,0.037,2370.2,7.45,0.184
1395.0,85.3,109.09,22.62,0.036,2403.8,7.47,0.196
1398.0,84.6,109.34,22.61,0.036,2439.4,7.5,0.187
1401.0,84.4,109.59,22.55,0.036,2460.1,7.48,0.177
1404.0,81.6,109.84,22.45,0.036,2442.0,7.25,0.186
1407.0,78.9,110.08,22.32,0.036,2436.2,7.16,0.178
1410.0,77.6,110.31,22.19,0.036,2423.2,7.0,0.171
1413.0,75.4,110.53,22.08,0.036,2458.9,6.99,0.16
1416.0,73.4,110.75,21.99,0.035,2469.4,6.94,0.196
1419.0,72.6,110.97,21.94,0.034,2555.3,7.15,0.214
1422.0,75.3,111.2,21.92,0.033,2696.2,7.49,0.258
1425.0,74.0,111.42,21.93,0.033,2689.6,7.41,0.246
1428.0,68.1,111.62,21.97,0.032,2680.7,7.29,0.237
1431.0,68.4,111.83,22.02,0.032,2788.4,7.49,0.264
1434.0,69.7,112.04,22.09,0.031,2818.2,7.42,0.222
1437.0,70.1,112.25,22.18,0.031,2890.1,7.59,0.264
1440.0,66.7,112.45,22.28,0.031,2870.9,7.4,0.262
1443.0,64.6,112.64,22.4,0.031,2888.6,7.4,0.279
1446.0,66.0,112.84,22.52,0.03,2969.2,7.5,0.269
1449.0,63.9,113.03,22.65,0.028,3112.8,7.75,0.322
1452.0,63.8,113.22,22.76,0.028,3185.8,7.83,0.321
1455.0,62.3,113.41,22.83,0.027,3272.2,7.94,0.351
1458.0,60.5,113.59,22.87,0.025,3448.4,8.18,0.377
1461.0,59.3,113.77,22.87,0.024,3685.3,8.57,0.374
1464.0,56.8,113.94,22.85,0.023,3856.8,8.86,0.402
1467.0,56.3,114.11,22.82,0.024,3736.8,8.48,0.374
1470.0,53.8,114.27,22.83,0.025,3531.1,7.88,0.359
1473.0,53.7,114.43,22.91,0.026,3361.1,7.42,0.354
1476.0,54.7,114.6,23.09,0.027,3324.7,7.19,0.38
1479.0,52.6,114.75,23.37,0.025,3510.7,7.49,0.394
1482.0,52.7,114.91,23.75,0.023,3796.2,8.04,0.428
1485.0,50.2,115.06,24.2,0.021,4234.5,9.03,0.489
1488.0,49.7,115.21,24.68,0.018,4826.8,10.27,0.553
1491.0,52.8,115.37,25.18,0.018,4984.1,10.57,0.609
1494.0,50.8,115.52,25.65,0.018,4802.3,10.09,0.612
1497.0,50.8,115.68,26.08,0.02,4381.9,9.14,0.553
1500.0,50.0,115.83,26.44,0.021,4299.8,8.95,0.6
1503.0,48.8,115.97,26.74,0.02,4488.1,9.22,0.604
1506.0,50.0,116.12,26.94,0.018,4838.7,9.92,0.616
1509.0,51.1,116.28,27.03,0.016,0.0,0.0,0.0
1512.0,48.8,116.42,27.01,0.015,0.0,0.0,0.0
1515.0,46.4,116.56,26.89,0.015,0.0,0.0,0.0
1518.0,41.9,116.69,26.68,0.017,0.0,0.0,0.0
1521.0,45.9,116.82,26.41,0.018,4918.0,9.48,0.686
1524.0,47.9,116.97,26.13,0.019,4678.2,8.92,0.681
1527.0,45.9,117.11,25.86,0.019,4614.3,8.51,0.596
1530.0,44.4,117.24,25.63,0.018,4885.0,9.02,0.699
1533.0,41.6,117.36,25.45,0.017,0.0,0.0,0.0
1536.0,42.1,117.49,25.33,0.016,0.0,0.0,0.0
1539.0,42.2,117.62,25.25,0.016,0.0,0.0,0.0
1542.0,42.4,117.74,25.22,0.016,0.0,0.0,0.0
1545.0,42.4,117.87,25.23,0.016,0.0,0.0,0.0
1548.0,41.8,118.0,25.28,0.018,4917.4,8.74,0.676
1551.0,45.2,118.13,25.39,0.018,4833.4,8.46,0.745
1554.0,39.4,118.25,25.54,0.018,0.0,0.0,0.0
1557.0,40.6,118.37,25.73,0.016,0.0,0.0,0.0
1560.0,37.6,118.48,25.94,0.014,0.0,0.0,0.0
1563.0,38.7,118.6,26.17,0.014,0.0,0.0,0.0
1566.0,41.0,118.72,26.37,0.015,0.0,0.0,0.0
1569.0,43.1,118.85,26.55,0.015,0.0,0.0,0.0
1572.0,43.4,118.98,26.68,0.016,0.0,0.0,0.0
1575.0,40.7,119.11,26.76,0.016,0.0,0.0,0.0
1578.0,39.8,119.22,26.79,0.016,0.0,0.0,0.0
1581.0,41.6,119.35,26.76,0.015,0.0,0.0,0.0
1584.0,40.1,119.47,26.67,0.014,0.0,0.0,0.0
1587.0,38.9,119.59,26.55,0.013,0.0,0.0,0.0
1590.0,38.8,119.7,26.42,0.013,0.0,0.0,0.0
1593.0,38.9,119.82,26.31,0.015,0.0,0.0,0.0
1596.0,39.0,119.94,26.26,0.016,0.0,0.0,0.0
1599.0,36.2,120.04,26.28,0.017,0.0,0.0,0.0
1602.0,34.9,120.15,26.38,0.016,0.0,0.0,0.0
1605.0,35.8,120.26,26.56,0.014,0.0,0.0,0.0
1608.0,37.1,120.37,26.76,0.013,0.0,0.0,0.0
1611.0,37.5,120.48,26.96,0.012,0.0,0.0,0.0
1614.0,40.6,120.6,27.12,0.012,0.0,0.0,0.0
1617.0,38.9,120.72,27.2,0.013,0.0,0.0,0.0
1620.0,38.4,120.83,27.2,0.015,0.0,0.0,0.0
1623.0,36.6,120.94,27.11,0.016,0.0,0.0,0.0
1626.0,38.4,121.06,26.94,0.015,0.0,0.0,0.0
1629.0,35.1,121.17,26.71,0.013,0.0,0.0,0.0
1632.0,37.7,121.28,26.43,0.012,0.0,0.0,0.0
1635.0,34.3,121.38,26.12,0.012,0.0,0.0,0.0
1638.0,34.0,121.48,25.81,0.013,0.0,0.0,0.0
1641.0,33.7,121.58,25.52,0.014,0.0,0.0,0.0
1644.0,34.1,121.69,25.3,0.015,0.0,0.0,0.0
1647.0,33.8,121.79,25.17,0.015,0.0,0.0,0.0
1650.0,31.8,121.88,25.13,0.015,0.0,0.0,0.0
1653.0,34.2,121.99,25.19,0.013,0.0,0.0,0.0
1656.0,35.1,122.09,25.32,0.013,0.0,0.0,0.0
1659.0,34.2,122.19,25.51,0.012,0.0,0.0,0.0
1662.0,35.8,122.3,25.72,0.013,0.0,0.0,0.0
1665.0,36.5,122.41,25.94,0.014,0.0,0.0,0.0
1668.0,34.6,122.51,26.16,0.014,0.0,0.0,0.0
1671.0,33.6,122.62,26.34,0.014,0.0,0.0,0.0
1674.0,35.7,122.72,26.49,0.013,0.0,0.0,0.0
1677.0,32.9,122.82,26.58,0.012,0.0,0.0,0.0
1680.0,32.8,122.92,26.63,0.011,0.0,0.0,0.0
1683.0,31.0,123.01,26.62,0.011,0.0,0.0,0.0
1686.0,33.1,123.11,26.58,0.012,0.0,0.0,0.0
1689.0,30.7,123.2,26.55,0.012,0.0,0.0,0.0
1692.0,30.9,123.3,26.56,0.013,0.0,0.0,0.0
1695.0,31.5,123.39,26.65,0.013,0.0,0.0,0.0
1698.0,33.7,123.49,26.85,0.012,0.0,0.0,0.0
1701.0,31.0,123.59,27.17,0.013,0.0,0.0,0.0
1704.0,30.6,123.68,27.62,0.012,0.0,0.0,0.0
1707.0,30.0,123.77,28.18,0.011,0.0,0.0,0.0
1710.0,32.2,123.86,28.84,0.01,0.0,0.0,0.0
1713.0,29.6,123.95,29.58,0.01,0.0,0.0,0.0
1716.0,33.9,124.05,30.39,0.01,0.0,0.0,0.0
1719.0,32.4,124.15,31.25,0.01,0.0,0.0,0.0
1722.0,30.3,124.24,32.13,0.011,0.0,0.0,0.0
1725.0,30.2,124.33,32.99,0.011,0.0,0.0,0.0
1728.0,28.4,124.42,33.78,0.009,0.0,0.0,0.0
1731.0,26.9,124.5,34.45,0.006,0.0,0.0,0.0
1734.0,26.6,124.58,34.93,0.005,0.0,0.0,0.0
1737.0,29.4,124.67,35.22,0.006,0.0,0.0,0.0
1740.0,31.2,124.76,35.32,0.008,0.0,0.0,0.0
1743.0,27.4,124.84,35.27,0.01,0.0,0.0,0.0
1746.0,27.7,124.93,35.1,0.01,0.0,0.0,0.0
1749.0,26.9,125.01,34.82,0.009,0.0,0.0,0.0
1752.0,26.1,125.08,34.4,0.008,0.0,0.0,0.0
1755.0,29.0,125.17,33.71,0.007,0.0,0.0,0.0
1758.0,27.3,125.25,32.58,0.007,0.0,0.0,0.0
1761.0,26.8,125.33,30.79,0.008,0.0,0.0,0.0
1764.0,29.4,125.42,28.13,0.008,0.0,0.0,0.0
1767.0,28.7,125.51,24.41,0.009,0.0,0.0,0.0
1770.0,28.4,125.59,19.59,0.009,0.0,0.0,0.0
1773.0,28.0,125.68,13.75,0.008,0.0,0.0,0.0
1776.0,31.5,125.77,7.1,0.006,0.0,0.0,0.0
1779.0,28.9,125.86,0.02,0.006,0.0,0.0,0.0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
